"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
kive_embed,kindliches_befinden,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 100%; height: 2240px;"" border=""1""> <tbody> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby an- oder ausgezogen wurde, wie oft hat es  sich gewunden und/oder versucht wegzurollen?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_escape}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wenn Ihr Baby spielerisch herumgewirbelt wurde, wie oft  hat es gelacht?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_laughing}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby müde war, wie oft hat es Anzeichen von  Stress und Unbehagen gezeigt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_tired}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn es einem fremden Erwachsenen vorgestellt wurde,  wie oft hat sich Ihr Baby an einen Erwachsenen  geklammert?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_strangers}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby es genossen wenn ihm vorgelesen  wurde?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_reading}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby für 5 bis 10 Minuten mit demselben  Spielzeug oder Objekt gespielt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_sametoy}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby sich neuen Objekten schnell  angenähert?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_newobjects}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wenn ihr Baby ins Badewasser gesetzt wurde, wie oft hat  es gelacht?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_bathtub}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn es Zeit fürs Bett war, und Ihr Baby nicht schlafen  wollte, wie oft hat es gejammert?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_nottired}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby beim Aufwachen geweint, wenn  nicht binnen weniger Minuten jemand gekommen ist?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_wakeup}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 87px;""><span style=""font-weight: normal;"">Während Ihr Baby beim Füttern auf dem Schoß saß, wie  oft hat es sich nach Beendigung des Fütterns bemüht vom  Schoß wegzukommen?</span></td> <td style=""width: 56.6667%; height: 87px;""><span style=""font-weight: normal;"">{kive_fooddone}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Sie Ihrem Baby vorgesungen oder mit ihm  gesprochen haben, wie oft hat es sich sofort beruhigt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_calmdown}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby auf den Rücken gelegt wurde, wie oft hat  es sich gewunden und/oder den Körper gedreht?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_layonback}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Während des ""Kuckuck"" Spielens, wie oft hat Ihr Baby  gelacht?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_kuckuck}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby vom Spiel aufgeblickt, wenn das  Telefon klingelte?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_telefon}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft erschien Ihr Baby wütend (Weinen und  Quengeln), wenn Sie es im Bettchen gelassen haben?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_angry}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 87px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby sich bei einem plötzlichen Wechsel  der Körperposition erschrocken (z.B. wenn es plötzlich  bewegt /schnell hochgehoben wurde)?</span></td> <td style=""width: 56.6667%; height: 87px;""><span style=""font-weight: normal;"">{kive_suddenmove}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby es genossen wenn es Wortmelodien,  wie sie in Kinderreimen vorkommen, gehört hat?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_childsong}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby 5 Minuten oder länger durchgehend  Bilder in Büchern oder Magazinen angeschaut?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_books}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby in einer neuen Umgebung war, wie oft hat  es das Entdecken der neuen Umgebung freudig erregt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_explorer}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby gelächelt oder gelacht, wenn ihr/ihm  ein Spielzeug gegeben wurde?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_newtoy}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Am Ende eines aufregenden Tages, wie oft ist Ihr Baby  weinerlich geworden?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_latesadness}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 87px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby protestiert, wenn seine  Bewegungsfreiheit eingeschränkt wurde (z.B.  Hineinsetzen in Hochstuhl, Laufstall, Autositz)?</span></td> <td style=""width: 56.6667%; height: 87px;""><span style=""font-weight: normal;"">{kive_movement}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wenn Ihr Baby gehalten wurde, wie oft hat es sich  scheinbar amüsiert?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_enjoyhold}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Sie Ihrem Baby etwas zum Anschauen gegeben  haben, wie oft hat es sich sofort beruhigt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_calmwatcher}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wenn das Haar gewaschen wurde, wie oft hat Ihr Baby  gegurrt oder lautiert?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_hairwash}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby den Lärm eines Flugzeuges bemerkt,  das oben am Himmel vorbeigeflogen ist?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_plane}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 87px;""><span style=""font-weight: normal;"">Wenn es einem fremden Erwachsenen vorgestellt wurde,  wie oft hat sich Ihr Baby geweigert zu der fremden Person  zu gehen?</span></td> <td style=""width: 56.6667%; height: 87px;""><span style=""font-weight: normal;"">{kive_nostrangers}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 87px;""><span style=""font-weight: normal;"">Wenn Sie mit etwas Anderem beschäftigt waren und Ihr  Baby nicht in der Lage war, Ihre Aufmerksamkeit zu erlangen, wie oft hat es geweint?</span></td> <td style=""width: 56.6667%; height: 87px;""><span style=""font-weight: normal;"">{kive_noattention}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby es genossen, wenn es, wie beim  Wiegen und Schaukeln, sanft und rhythmisch bewegt  wurde?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_rhythm}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby 5 Minuten oder länger durchgehend  auf ein Mobile, den Bettrahmen oder ein Bild geschaut?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_stare}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby etwas haben wollte, wie oft war es  aufgebracht, wenn es nicht das haben konnte, was es  wollte?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_wants}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">In Anwesenheit mehrerer, fremder Erwachsener, wie oft hat Ihr Baby sich an einen Erwachsenen geklammert?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_hide}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Ihr Baby gewiegt oder umarmt wurde, wie oft hat es dies anscheinend genossen?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_hugging}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 65px;""><span style=""font-weight: normal;"">Wenn Sie Ihr Baby sanft am Körper geklopft oder darüber gestrichen haben, wie oft hat es sich sofort beruhigt?</span></td> <td style=""width: 56.6667%; height: 65px;""><span style=""font-weight: normal;"">{kive_tap}</span></td> </tr> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 43px;""><span style=""font-weight: normal;"">Wie oft hat Ihr Baby Sprachlaute geäußert, während es im Auto gefahren ist?</span></td> <td style=""width: 56.6667%; height: 43px;""><span style=""font-weight: normal;"">{kive_talk}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">Wenn Ihr Baby in einen Kinderstuhl oder in einen Autositz  gesetzt wurde, wie oft hat es sich gewunden und den Körper gedreht?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_carseat}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[event-name]  = 'z2_arm_1'",,,,,,
kive_embed_2,kindliches_befinden,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 100%; height: 30px;"" border=""1""> <tbody> <tr style=""height: 43px;""> <td style=""width: 43.3333%; height: 10px;"" colspan=""2""><span style=""font-weight: normal;"">Wenn ihr Baby etwas Neuartiges zu Essen oder zu Trinken bekam, wie oft ...</span><span style=""font-weight: normal;""><br /></span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;""> ..hat Ihr Baby es sofort akzeptiert?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_acceptfood}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">..hat Ihr Baby es überhaupt nicht akzeptiert?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_declinefood}</span></td> </tr> </tbody> </table> <p> </p> <table style=""border-collapse: collapse; width: 100%; height: 41px;"" border=""1""> <tbody> <tr style=""height: 21px;""> <td style=""width: 43.3333%; height: 21px;"" colspan=""2""><span style=""font-weight: normal;"">Wenn Ihr Baby ein neues Spielzeug bekam, wie oft ...</span></td> </tr> <tr style=""height: 21px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">..zögerte es beim ersten Anblick des Spielzeugs?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_declinetoy}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">..wollte es das Spielzeug sofot haben?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_accepttoy}</span></td> </tr> </tbody> </table> <p> </p> <table style=""border-collapse: collapse; width: 100%; height: 41px;"" border=""1""> <tbody> <tr style=""height: 21px;""> <td style=""width: 43.3333%; height: 21px;"" colspan=""2""><span style=""font-weight: normal;"">Wenn Ihr Baby mit einer fremder Person zusammenkam, wie oft ...</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">..wollte es nur bei den Eltern bleiben?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_declinestranger}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">..wollte es mit dem Fremden keinen Kontakt aufnehmen?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_ignorestranger}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
kive_embed_3,kindliches_befinden,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 99.8519%; height: 31px;"" border=""1""> <tbody> <tr style=""height: 21px;""> <td style=""width: 43.3333%; height: 21px;"" colspan=""2""><span style=""font-weight: normal;"">Wenn Ihr Baby mit einer fremder Person zusammenkam, wie oft ...</span><span style=""font-weight: normal;""><br /></span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">.. wendete es sich sofort dem Fremden zu?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_acceptstranger}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[event-name]  = 'z2_arm_1'",,,,,,
kive_embed_4,kindliches_befinden,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 99.8519%; height: 83px;"" border=""1""> <tbody> <tr style=""height: 36px;""> <td style=""width: 43.3333%; height: 36px;"" colspan=""2""><span style=""font-weight: normal;"">Wenn Sie mit Ihrem Baby in eine fremde Umgebung kamen, wie oft ...</span><span style=""font-weight: normal;""><br /></span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 37px;""><span style=""font-weight: normal;"">... reagierte es sofort interessiert?</span></td> <td style=""width: 56.6667%; height: 37px;""><span style=""font-weight: normal;"">{kive_acceptenv}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">... reagierte es mit Zurückhaltung oder Unbehagen?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_declineenv}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
kive_embed_5,kindliches_befinden,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 99.8519%; height: 102px;"" border=""1""> <tbody> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">Wenn Ihr Baby in das Badewasser kam,wie oft ist es erschrocken (nach Luftschnappen, Arme hochwerfen, sichversteifen etc.)?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_bathscare}</span></td> </tr> <tr style=""height: 65px;""> <td style=""width: 43.3333%; height: 46px;""><span style=""font-weight: normal;"">Wenn Ihr Baby in das Badewasser kam,wie oft machte es einen überraschten Eindruck?</span></td> <td style=""width: 56.6667%; height: 46px;""><span style=""font-weight: normal;"">{kive_bathsurprise}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">Wie oft in der letzten Woche schrie Ihr Baby oder zeigte Unbehagen bei lauten Geräuschen (Küchenmaschine,Staubsauger etc.)?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_discomfort}</span></td> </tr> <tr style=""height: 87px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">Wie oft in der letzten Woche erschrak Ihr Baby bei einer plötzlichen Änderung seiner Körperlage (z.B. wenn es schnell hochgehoben wurde)?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_terrify_body}</span></td> </tr> <tr style=""height: 36px;""> <td style=""width: 43.3333%; height: 16px;""><span style=""font-weight: normal;"">Wie oft in der letzten Woche erschrak esbei einem lauten oder plötzlichen Geräusch?</span></td> <td style=""width: 56.6667%; height: 16px;""><span style=""font-weight: normal;"">{kive_terrify_noise}</span></td> </tr> <tr style=""height: 10px;""> <td style=""width: 43.3333%; height: 10px;""><span style=""font-weight: normal;"">Wie oft in der letzten Woche schrie es, wenn es sich erschreckte?</span></td> <td style=""width: 56.6667%; height: 10px;""><span style=""font-weight: normal;"">{kive_scream}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[event-name]  = 'z3_arm_1'",,,,,,
kive_escape,kindliches_befinden,,radio,"Wenn Ihr Baby an- oder ausgezogen wurde, wie oft hat es  sich gewunden und/oder versucht wegzurollen?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_laughing,kindliches_befinden,,radio,"Wenn Ihr Baby spielerisch herumgewirbelt wurde, wie oft  hat es gelacht?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_tired,kindliches_befinden,,radio,"Wenn Ihr Baby müde war, wie oft hat es Anzeichen von  Stress und Unbehagen gezeigt?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_strangers,kindliches_befinden,,radio,"Wenn es einem fremden Erwachsenen vorgestellt wurde,  wie oft hat sich Ihr Baby an einen Erwachsenen  geklammert?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_reading,kindliches_befinden,,radio,"Wie oft hat Ihr Baby es genossen wenn ihm vorgelesen  wurde?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_sametoy,kindliches_befinden,,radio,"Wie oft hat Ihr Baby für 5 bis 10 Minuten mit demselben  Spielzeug oder Objekt gespielt?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_newobjects,kindliches_befinden,,radio,"Wie oft hat Ihr Baby sich neuen Objekten schnell  angenähert?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_bathtub,kindliches_befinden,,radio,"Wenn ihr Baby ins Badewasser gesetzt wurde, wie oft hat  es gelacht?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_nottired,kindliches_befinden,,radio,"Wenn es Zeit fürs Bett war, und Ihr Baby nicht schlafen  wollte, wie oft hat es gejammert?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_wakeup,kindliches_befinden,,radio,"Wie oft hat Ihr Baby beim Aufwachen geweint, wenn  nicht binnen weniger Minuten jemand gekommen ist?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_fooddone,kindliches_befinden,,radio,"Während Ihr Baby beim Füttern auf dem Schoß saß, wie  oft hat es sich nach Beendigung des Fütterns bemüht vom  Schoß wegzukommen?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_calmdown,kindliches_befinden,,radio,"Wenn Sie Ihrem Baby vorgesungen oder mit ihm  gesprochen haben, wie oft hat es sich sofort beruhigt?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
kive_layonback,kindliches_befinden,,radio,"Wenn Ihr Baby auf den Rücken gelegt wurde, wie oft hat  es sich gewunden und/oder den Körper gedreht?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | -99, Fehlende Antwort",,,,,,"[event-name]  = 'z2_arm_1'",,,,kive,,
